property,bin,category_perclass,count_perclass,macro_ap,micro_ap,mcc_perclass,acc,acc_samples,acc_perclass,recall_perclass,precision_perclass,f1_perclass,f1_macro,f1_micro,jaccard_perclass,jaccard_macro,jaccard_micro,rocauc_perclass,rocauc_macro,rocauc_micro,mlrap,coverage_error,num_labels
Positive_Status,"[0.15, 0.18)","['cytoskeleton', 'actin-filaments', 'intermediate-filaments', 'centrosome', 'microtubules', 'plasma-membrane', 'cytosol', 'endoplasmic-reticulum', 'golgi-apparatus', 'vesicles', 'endosomes', 'lysosomes', 'peroxisomes', 'lipid-droplets', 'mitochondria', 'nucleoplasm', 'nuclear-bodies', 'nuclear-membrane', 'nuclear-speckles', 'nucleoli', 'nucleoli-fibrillar-center']","[ 75.  13.   2.  51.  12.  76. 366.  37.  30.  72.  18.  15.   1.   4.
 109. 524.  29.  11.  10.  52.   9.]",0.4161034031699067,0.6997605087061602,"[ 0.45970637  0.17553706 -0.00131371  0.41858227  0.10418732  0.45443304
  0.47127231  0.64802843  0.46583205  0.34196191  0.2730679   0.19830989
  1.          0.35190911  0.85153928  0.63414948  0.08357814  0.21011847
 -0.00511176  0.47128548  0.11848101]",0.9318844420885237,0.23654916512059368,"[0.9174397  0.94990724 0.99721707 0.95269017 0.94897959 0.932282
 0.71799629 0.97959184 0.97773655 0.9174397  0.95918367 0.9619666
 1.         0.99628942 0.97402597 0.81725417 0.65769944 0.98979592
 0.98794063 0.96289425 0.97124304]","[0.58666667 0.38461538 0.         0.39215686 0.25       0.46052632
 0.8442623  0.54054054 0.3        0.38888889 0.44444444 0.33333333
 1.         0.25       0.81651376 0.80152672 0.5862069  0.09090909
 0.         0.25       0.22222222]","[0.43137255 0.09803922 0.         0.5        0.06122449 0.52238806
 0.5557554  0.8        0.75       0.38356164 0.19047619 0.13888889
 1.         0.5        0.91752577 0.81871345 0.04545455 0.5
 0.         0.92857143 0.07692308]","[0.49717514 0.15625    0.         0.43956044 0.09836066 0.48951049
 0.670282   0.64516129 0.42857143 0.3862069  0.26666667 0.19607843
 1.         0.33333333 0.86407767 0.81002893 0.08436725 0.15384615
 0.         0.39393939 0.11428571]",0.3822715178937063,0.5719044975013882,"[0.33082707 0.08474576 0.         0.28169014 0.05172414 0.32407407
 0.5040783  0.47619048 0.27272727 0.23931624 0.15384615 0.10869565
 1.         0.2        0.76068376 0.68071313 0.04404145 0.08333333
 0.         0.24528302 0.06060606]",0.2810750492008679,0.4004665629860031,"[0.89410435 0.82759119 0.67704461 0.87328408 0.91197624 0.94046118
 0.8155354  0.97595867 0.93295165 0.80019881 0.93506289 0.84891816
 1.         0.99324953 0.96948523 0.89339846 0.69152888 0.74456846
 0.832397   0.90056605 0.68038665]",0.8637460712899205,0.946011349069197,0.8105710023598404,2.6929499072356213,1.9350649350649352
Positive_Status,"[0.18, 1)","['cytoskeleton', 'actin-filaments', 'intermediate-filaments', 'centrosome', 'microtubules', 'plasma-membrane', 'cytosol', 'endoplasmic-reticulum', 'golgi-apparatus', 'vesicles', 'endosomes', 'lysosomes', 'lipid-droplets', 'mitochondria', 'nucleoplasm', 'nuclear-bodies', 'nuclear-membrane', 'nuclear-speckles', 'nucleoli', 'nucleoli-fibrillar-center']","[ 34.   4.   1.  27.   6.  16. 150.   4.   4.  15.   2.   4.   1.  62.
 273.  12.   1.  14.  89.   9.]",0.4540151167594888,0.7314642898257032,"[ 0.631614    0.30841727 -0.0026608   0.53753038  0.35975003  0.38084795
  0.5911457   0.5746246  -0.00377004  0.35220281  0.31234709  0.24432892
  0.          0.92554022  0.59845554  0.0789018   0.          0.43771033
  0.54074582 -0.03682345]",0.9331144465290807,0.2589118198874296,"[0.94183865 0.98123827 0.99437148 0.95309568 0.95121951 0.96998124
 0.79924953 0.99437148 0.99061914 0.97185741 0.99061914 0.98874296
 0.99812383 0.98499062 0.79549719 0.59662289 0.99812383 0.96247655
 0.88930582 0.90994371]","[0.82352941 0.5        0.         0.59259259 0.83333333 0.3125
 0.88       0.5        0.         0.26666667 0.5        0.25
 0.         0.90322581 0.88644689 0.66666667 0.         0.57142857
 0.39325843 0.        ]","[0.52830189 0.2        0.         0.53333333 0.16666667 0.5
 0.59728507 0.66666667 0.         0.5        0.2        0.25
 0.         0.96551724 0.75625    0.03652968 0.         0.36363636
 0.875      0.        ]","[0.64367816 0.28571429 0.         0.56140351 0.27777778 0.38461538
 0.7115903  0.57142857 0.         0.34782609 0.28571429 0.25
 0.         0.93333333 0.81618887 0.06926407 0.         0.44444444
 0.54263566 0.        ]",0.35628073672513005,0.6045479755962285,"[0.47457627 0.16666667 0.         0.3902439  0.16129032 0.23809524
 0.55230126 0.4        0.         0.21052632 0.16666667 0.14285714
 0.         0.875      0.68945869 0.03587444 0.         0.28571429
 0.37234043 0.        ]",0.25808058108390985,0.4332273449920509,"[0.96846634 0.98487713 0.59586466 0.97123408 0.97406705 0.89083656
 0.8943255  0.99905482 0.9073724  0.83410553 0.98493409 0.89177694
 1.         0.99387028 0.83894055 0.65579015 0.77819549 0.9117809
 0.89505517 0.456743  ]",0.8713645314325612,0.9586163936747909,0.841741205041032,2.2983114446529083,2.016885553470919
Signal-Transit_Peptide_Status,Present,"['plasma-membrane', 'cytosol', 'endoplasmic-reticulum', 'golgi-apparatus', 'vesicles', 'endosomes', 'lysosomes', 'peroxisomes', 'lipid-droplets', 'mitochondria', 'nucleoplasm', 'nuclear-membrane', 'nucleoli']",[128.  39.  36.  18.  50.  13.  30.   1.   3. 189.  21.   1.   2.],0.5564404746710677,0.7828805301131453,"[0.77122293 0.17862322 0.72419861 0.         0.48290611 0.39395944
 0.62771528 0.         0.81557865 0.89079539 0.37850667 0.
 0.        ]",0.9447599380485286,0.6196868008948546,"[0.90604027 0.89932886 0.95749441 0.95973154 0.83221477 0.90380313
 0.92841163 0.99776286 0.99776286 0.94630872 0.95973154 0.99776286
 0.99552573]","[0.84375    0.15384615 0.77777778 0.         0.82       0.84615385
 0.9        0.         0.66666667 0.95238095 0.19047619 0.
 0.        ]","[0.83076923 0.33333333 0.71794872 0.         0.38317757 0.21153846
 0.48214286 0.         1.         0.92307692 0.8        0.
 0.        ]","[0.8372093  0.21052632 0.74666667 0.         0.52229299 0.33846154
 0.62790698 0.         0.8        0.9375     0.30769231 0.
 0.        ]",0.40986585394694824,0.7171806167400882,"[0.72       0.11764706 0.59574468 0.         0.35344828 0.2037037
 0.45762712 0.         0.66666667 0.88235294 0.18181818 0.
 0.        ]",0.3214622021189041,0.5590659340659341,"[0.9562598  0.64410508 0.97114085 0.87814038 0.90670025 0.91031549
 0.95259792 1.         0.996997   0.97434478 0.6811983  0.96412556
 0.63595506]",0.8824523428461272,0.9487056297437654,0.8527188229369433,2.0067114093959733,1.3512304250559284
Signal-Transit_Peptide_Status,None,"['cytoskeleton', 'actin-filaments', 'intermediate-filaments', 'centrosome', 'microtubules', 'plasma-membrane', 'cytosol', 'endoplasmic-reticulum', 'golgi-apparatus', 'vesicles', 'endosomes', 'lysosomes', 'peroxisomes', 'lipid-droplets', 'mitochondria', 'nucleoplasm', 'nuclear-bodies', 'nuclear-membrane', 'nuclear-speckles', 'nucleoli', 'nucleoli-fibrillar-center']","[ 192.   29.    6.  125.   39.  279. 1252.  130.  127.  332.  104.   89.
   10.   21.  146. 1597.   86.   47.   33.  168.   22.]",0.4079498377849542,0.6707525003675878,"[ 0.44059952  0.20971558 -0.00126175  0.39598261  0.15623897  0.53683034
  0.48195547  0.63757862  0.44126188  0.37043992  0.28390533  0.25608343
  0.42310655  0.43428815  0.74510944  0.62139942  0.10372217  0.50374353
  0.29527704  0.49195544  0.03360184]",0.9316899316899316,0.22661122661122662,"[0.93109593 0.96851797 0.997327   0.96228096 0.96376596 0.93258093
 0.72289872 0.97386397 0.96940897 0.89307989 0.93525394 0.94327294
 0.997327   0.99465399 0.98099198 0.81110781 0.67923968 0.98960499
 0.98752599 0.96257796 0.96911197]","[0.54166667 0.4137931  0.         0.352      0.28205128 0.54480287
 0.84904153 0.63076923 0.25984252 0.40662651 0.44230769 0.39325843
 0.3        0.28571429 0.63013699 0.80525986 0.62790698 0.27659574
 0.27272727 0.28571429 0.09090909]","[0.41935484 0.11881188 0.         0.48888889 0.1047619  0.6031746
 0.58826785 0.67213115 0.78571429 0.45302013 0.22330097 0.20348837
 0.6        0.66666667 0.90196078 0.79826195 0.04900181 0.92857143
 0.33333333 0.88888889 0.02325581]","[0.47272727 0.18461538 0.         0.40930233 0.15277778 0.57250471
 0.69499837 0.65079365 0.39053254 0.42857143 0.29677419 0.26819923
 0.4        0.4        0.74193548 0.80174564 0.09090909 0.42622951
 0.3        0.43243243 0.03703704]",0.3881945749354183,0.5721877767936226,"[0.30952381 0.10169492 0.         0.25730994 0.08270677 0.40105541
 0.53256513 0.48235294 0.24264706 0.27272727 0.17424242 0.15486726
 0.25       0.25       0.58974359 0.66909469 0.04761905 0.27083333
 0.17647059 0.27586207 0.01886792]",0.26477067483368333,0.40074441687344914,"[0.89790846 0.90677879 0.74655361 0.8881678  0.87644077 0.92588143
 0.8187052  0.96614387 0.90911587 0.83478692 0.89992103 0.88278342
 0.9906762  0.96634219 0.92977591 0.88283965 0.71051083 0.87104589
 0.88195997 0.92567246 0.56510395]",0.8703387718680988,0.9407919475396802,0.8033449867114781,2.8265518265518264,1.9174339174339174
Disordered_Status,True,"['cytoskeleton', 'actin-filaments', 'intermediate-filaments', 'centrosome', 'microtubules', 'plasma-membrane', 'cytosol', 'endoplasmic-reticulum', 'golgi-apparatus', 'vesicles', 'endosomes', 'lysosomes', 'peroxisomes', 'lipid-droplets', 'mitochondria', 'nucleoplasm', 'nuclear-bodies', 'nuclear-membrane', 'nuclear-speckles', 'nucleoli', 'nucleoli-fibrillar-center']","[ 21.   1.   2.  12.   4.  48. 182.  10.  12.  32.  14.  10.   1.   1.
  24. 219.  13.   7.   6.   8.   1.]",0.38706570179733274,0.72522104186018,"[ 0.33964382  0.27349783  0.          0.24522167  0.1791062   0.61195796
  0.461955    0.58992933  0.28500185  0.33280652  0.31463284  0.19924155
  0.          0.          0.81233231  0.64381141  0.11538789  0.65162285
  0.39824698  0.35069717 -0.00655509]",0.935124508519004,0.21100917431192662,"[0.93807339 0.97247706 0.99541284 0.97018349 0.9793578  0.9266055
 0.72247706 0.98394495 0.97477064 0.91055046 0.94495413 0.94954128
 0.99770642 0.99770642 0.98165138 0.82110092 0.63761468 0.99082569
 0.9793578  0.98394495 0.9793578 ]","[0.38095238 1.         0.         0.16666667 0.25       0.625
 0.8021978  0.5        0.08333333 0.375      0.42857143 0.3
 0.         0.         0.75       0.85844749 0.69230769 0.42857143
 0.5        0.125      0.        ]","[0.36363636 0.07692308 0.         0.4        0.14285714 0.68181818
 0.63203463 0.71428571 1.         0.38709677 0.27272727 0.16666667
 0.         0.         0.9        0.8        0.05521472 1.
 0.33333333 1.         0.        ]","[0.37209302 0.14285714 0.         0.23529412 0.18181818 0.65217391
 0.70702179 0.58823529 0.15384615 0.38095238 0.33333333 0.21428571
 0.         0.         0.81818182 0.82819383 0.10227273 0.6
 0.4        0.22222222 0.        ]",0.33013245939049274,0.5953678474114441,"[0.22857143 0.07692308 0.         0.13333333 0.1        0.48387097
 0.54681648 0.41666667 0.08333333 0.23529412 0.2        0.12
 0.         0.         0.69230769 0.70676692 0.05389222 0.42857143
 0.25       0.125      0.        ]",0.2324451265408952,0.4238603297769156,"[0.88812392 0.99310345 0.73502304 0.87283805 0.90277778 0.93395619
 0.80453405 0.96760563 0.87028302 0.80600248 0.92738659 0.89647887
 0.95172414 0.9862069  0.95074838 0.90482503 0.73158756 0.87945388
 0.94534884 0.82067757 0.89195402]",0.8886018757848652,0.9484424107622997,0.8455007110902243,2.555045871559633,1.926605504587156
Disordered_Status,False,"['cytoskeleton', 'actin-filaments', 'intermediate-filaments', 'centrosome', 'microtubules', 'plasma-membrane', 'cytosol', 'endoplasmic-reticulum', 'golgi-apparatus', 'vesicles', 'endosomes', 'lysosomes', 'peroxisomes', 'lipid-droplets', 'mitochondria', 'nucleoplasm', 'nuclear-bodies', 'nuclear-membrane', 'nuclear-speckles', 'nucleoli', 'nucleoli-fibrillar-center']","[ 171.   28.    4.  113.   35.  359. 1109.  156.  133.  350.  103.  109.
   10.   23.  311. 1399.   73.   41.   27.  162.   21.]",0.43167561102453567,0.6787087959361213,"[ 0.45580316  0.21052984 -0.00102655  0.41160296  0.15554894  0.62124613
  0.50472727  0.66192167  0.42240216  0.38773686  0.29586277  0.36233074
  0.42311032  0.50076794  0.85273384  0.64798608  0.11201183  0.46820317
  0.26742082  0.49563597  0.03799362]",0.9357044179424286,0.28004736530491414,"[0.93901717 0.97217288 0.99792777 0.96625222 0.96625222 0.92984014
 0.74629959 0.97039668 0.96743635 0.88277087 0.92984014 0.94049734
 0.9973357  0.9946714  0.97631735 0.8294849  0.72646536 0.99052694
 0.99023091 0.96417999 0.97187685]","[0.56140351 0.39285714 0.         0.37168142 0.28571429 0.64066852
 0.83228133 0.67307692 0.2406015  0.46857143 0.49514563 0.5412844
 0.3        0.34782609 0.81672026 0.7877055  0.61643836 0.24390244
 0.22222222 0.29012346 0.0952381 ]","[0.42290749 0.125      0.         0.49411765 0.1010101  0.68047337
 0.57904642 0.68181818 0.7804878  0.43850267 0.21610169 0.28095238
 0.6        0.72727273 0.91696751 0.79797248 0.04782147 0.90909091
 0.33333333 0.88679245 0.02564103]","[0.48241206 0.18965517 0.         0.42424242 0.14925373 0.65997131
 0.68294488 0.67741935 0.36781609 0.45303867 0.30088496 0.36990596
 0.4        0.47058824 0.86394558 0.79280576 0.0887574  0.38461538
 0.26666667 0.4372093  0.04040404]",0.4048827124777842,0.5838883313566281,"[0.31788079 0.1047619  0.         0.26923077 0.08064516 0.49250535
 0.51853933 0.51219512 0.22535211 0.29285714 0.17708333 0.22692308
 0.25       0.30769231 0.76047904 0.65673421 0.04643963 0.23809524
 0.15384615 0.2797619  0.02061856]",0.28245910170348054,0.41231800025769877,"[0.9111009  0.91089552 0.78904861 0.90232962 0.88720995 0.93772219
 0.83192327 0.96664359 0.90870165 0.8434148  0.88927889 0.89998625
 0.9969715  0.96888486 0.96665258 0.89619128 0.74513087 0.87818765
 0.88273263 0.93179166 0.6000539 ]",0.8830881975795748,0.9436181869688463,0.8043802013341531,2.759621077560687,1.8425103611604499
Length_Status,"[0, 400)","['cytoskeleton', 'actin-filaments', 'intermediate-filaments', 'centrosome', 'microtubules', 'plasma-membrane', 'cytosol', 'endoplasmic-reticulum', 'golgi-apparatus', 'vesicles', 'endosomes', 'lysosomes', 'peroxisomes', 'lipid-droplets', 'mitochondria', 'nucleoplasm', 'nuclear-bodies', 'nuclear-membrane', 'nuclear-speckles', 'nucleoli', 'nucleoli-fibrillar-center']","[ 35.   6.   1.  22.   7. 130. 491.  78.  56. 181.  47.  48.   8.  11.
 215. 652.  52.  12.   7.  72.  13.]",0.4048507896788815,0.6926436789904605,"[ 0.22916965  0.25448644  0.          0.27792198 -0.00599618  0.67519839
  0.5240223   0.703878    0.47621634  0.4183797   0.34271548  0.41490533
  0.40651727  0.48979131  0.86862644  0.5998813   0.12447177  0.
  0.24810614  0.37655931  0.0353427 ]",0.9418849464363118,0.32769830949284784,"[0.9603381  0.99219766 0.9993498  0.98504551 0.98764629 0.95123537
 0.75552666 0.96814044 0.97074122 0.88036411 0.92782835 0.94473342
 0.99544863 0.99414824 0.96944083 0.80494148 0.77698309 0.99219766
 0.99219766 0.95968791 0.97139142]","[0.28571429 0.33333333 0.         0.18181818 0.         0.67692308
 0.84928717 0.79487179 0.33928571 0.48066298 0.59574468 0.625
 0.25       0.36363636 0.83255814 0.76226994 0.5        0.
 0.28571429 0.19444444 0.07692308]","[0.2173913  0.2        0.         0.44444444 0.         0.72727273
 0.57997218 0.65263158 0.7037037  0.49152542 0.23333333 0.30927835
 0.66666667 0.66666667 0.94210526 0.7741433  0.07580175 0.
 0.22222222 0.77777778 0.03030303]","[0.24691358 0.25       0.         0.25806452 0.         0.70119522
 0.6892562  0.71676301 0.45783133 0.48603352 0.33532934 0.4137931
 0.36363636 0.47058824 0.88395062 0.76816074 0.13164557 0.
 0.25       0.31111111 0.04347826]",0.37036908137846725,0.6106616884463805,"[0.14084507 0.14285714 0.         0.14814815 0.         0.5398773
 0.5258512  0.55855856 0.296875   0.32103321 0.20143885 0.26086957
 0.22222222 0.30769231 0.7920354  0.62358846 0.0704607  0.
 0.14285714 0.18421053 0.02222222]",0.26198300113867035,0.43953418931024185,"[0.85316985 0.84878155 0.83344177 0.83872032 0.74255855 0.93698645
 0.84430543 0.97505269 0.9141604  0.8262946  0.89989583 0.88610179
 0.9880719  0.94320414 0.96976568 0.88895082 0.7587742  0.75043687
 0.83148269 0.91941413 0.57276166]",0.8582062533117355,0.9442354340999783,0.8085466640077467,2.735370611183355,1.7405721716514955
Length_Status,"[400, 800)","['cytoskeleton', 'actin-filaments', 'intermediate-filaments', 'centrosome', 'microtubules', 'plasma-membrane', 'cytosol', 'endoplasmic-reticulum', 'golgi-apparatus', 'vesicles', 'endosomes', 'lysosomes', 'peroxisomes', 'lipid-droplets', 'mitochondria', 'nucleoplasm', 'nuclear-bodies', 'nuclear-membrane', 'nuclear-speckles', 'nucleoli', 'nucleoli-fibrillar-center']","[ 66.   7.   2.  45.  16. 167. 449.  72.  51. 133.  39.  49.   2.  10.
 102. 560.  19.  17.  13.  59.   5.]",0.45097793086598237,0.6824789623400265,"[ 0.42321355  0.42370653 -0.00148368  0.34249781  0.24056727  0.58827286
  0.50448858  0.62067369  0.47827976  0.38550649  0.24474355  0.33149218
  0.49925816  0.56357957  0.82477706  0.66307484  0.12761669  0.49178606
  0.28886734  0.57447921 -0.00934722]",0.9355908289241622,0.27555555555555555,"[0.94074074 0.98296296 0.99703704 0.96444444 0.97111111 0.91481481
 0.75481481 0.96444444 0.97111111 0.8837037  0.93111111 0.93333333
 0.99851852 0.99481481 0.9762963  0.8362963  0.70814815 0.99037037
 0.98888889 0.97111111 0.97333333]","[0.5        0.85714286 0.         0.28888889 0.375      0.5988024
 0.79955457 0.58333333 0.25490196 0.48120301 0.41025641 0.48979592
 0.5        0.4        0.80392157 0.80535714 0.78947368 0.29411765
 0.23076923 0.37288136 0.        ]","[0.4125     0.21428571 0.         0.44827586 0.17142857 0.67567568
 0.59833333 0.7        0.92857143 0.42105263 0.18604651 0.26966292
 0.5        0.8        0.87234043 0.80106572 0.03703704 0.83333333
 0.375      0.91666667 0.        ]","[0.45205479 0.34285714 0.         0.35135135 0.23529412 0.63492063
 0.68446139 0.63636364 0.4        0.44912281 0.256      0.34782609
 0.5        0.53333333 0.83673469 0.8032057  0.07075472 0.43478261
 0.28571429 0.53012048 0.        ]",0.4183284658564904,0.5796500920810314,"[0.2920354  0.20689655 0.         0.21311475 0.13333333 0.46511628
 0.52028986 0.46666667 0.25       0.28959276 0.14678899 0.21052632
 0.33333333 0.36363636 0.71929825 0.67113095 0.03667482 0.27777778
 0.16666667 0.36065574 0.        ]",0.2915968951776638,0.4081037277147488,"[0.90183376 0.96755664 0.57418398 0.87438059 0.92574025 0.93036075
 0.8342228  0.95684446 0.90911561 0.85601226 0.85693051 0.90727698
 0.99888724 0.99477612 0.95424051 0.90204114 0.82308514 0.92153921
 0.90115644 0.95145006 0.7063197 ]",0.8879978162381151,0.9450574238872721,0.81004484250604,2.6992592592592595,1.822962962962963
Length_Status,"[800, 1200)","['cytoskeleton', 'actin-filaments', 'intermediate-filaments', 'centrosome', 'microtubules', 'plasma-membrane', 'cytosol', 'endoplasmic-reticulum', 'golgi-apparatus', 'vesicles', 'endosomes', 'lysosomes', 'mitochondria', 'nucleoplasm', 'nuclear-bodies', 'nuclear-membrane', 'nuclear-speckles', 'nucleoli', 'nucleoli-fibrillar-center']","[ 38.   5.   1.  27.   5.  64. 197.  13.  22.  35.  19.  15.  13. 221.
  10.  10.   7.  27.   2.]",0.4258507227211368,0.6881805990704151,"[ 0.54629789  0.0925147   0.          0.52410342  0.06757573  0.6240619
  0.43585982  0.61528071  0.20879136  0.24612331  0.28522913  0.27004146
  0.73427594  0.7369575   0.11345302  0.5439581   0.3716481   0.53401362
 -0.00880369]",0.9203358591030104,0.20428015564202334,"[0.92607004 0.96108949 0.99805447 0.95719844 0.94357977 0.91634241
 0.70817121 0.9844358  0.95914397 0.88326848 0.92996109 0.94163424
 0.98832685 0.86964981 0.60700389 0.98638132 0.98638132 0.96303502
 0.9766537 ]","[0.68421053 0.2        0.         0.48148148 0.2        0.6875
 0.79187817 0.38461538 0.04545455 0.37142857 0.42105263 0.4
 0.61538462 0.87782805 0.8        0.3        0.28571429 0.2962963
 0.        ]","[0.5        0.05882353 0.         0.61904762 0.03846154 0.65671642
 0.58867925 1.         1.         0.25490196 0.24242424 0.22222222
 0.88888889 0.82905983 0.03846154 1.         0.5        1.
 0.        ]","[0.57777778 0.09090909 0.         0.54166667 0.06451613 0.67175573
 0.67532468 0.55555556 0.08695652 0.30232558 0.30769231 0.28571429
 0.72727273 0.85274725 0.0733945  0.46153846 0.36363636 0.45714286
 0.        ]",0.37346981446044436,0.5609480812641083,"[0.40625    0.04761905 0.         0.37142857 0.03333333 0.50574713
 0.50980392 0.38461538 0.04545455 0.17808219 0.18181818 0.16666667
 0.57142857 0.74329502 0.03809524 0.3        0.22222222 0.2962963
 0.        ]",0.2632713851537567,0.3898039215686275,"[0.93819107 0.95324165 0.64327485 0.93961518 0.86168959 0.94572917
 0.80030105 0.9500998  0.89634146 0.86543394 0.93652313 0.94121576
 0.92568709 0.92182602 0.71210317 0.87440476 0.91941392 0.93528025
 0.67773438]",0.8756898014500084,0.9410526172348452,0.8170201941871504,2.67704280155642,2.0252918287937742
Length_Status,"[1200, ∞)","['cytoskeleton', 'actin-filaments', 'intermediate-filaments', 'centrosome', 'microtubules', 'plasma-membrane', 'cytosol', 'endoplasmic-reticulum', 'golgi-apparatus', 'vesicles', 'endosomes', 'lysosomes', 'peroxisomes', 'lipid-droplets', 'mitochondria', 'nucleoplasm', 'nuclear-bodies', 'nuclear-membrane', 'nuclear-speckles', 'nucleoli', 'nucleoli-fibrillar-center']","[ 53.  11.   2.  31.  11.  46. 154.   3.  16.  33.  12.   7.   1.   3.
   5. 185.   5.   9.   6.  12.   2.]",0.44515218324741523,0.6539081974325451,"[ 0.49652766  0.08471004 -0.0034451   0.40699348  0.17300475  0.55951532
  0.47769981  0.57594381  0.          0.37444646  0.30600729  0.17498929
  0.          0.          0.66725416  0.67547131  0.14803312  0.74168427
  0.32348112  0.57166195  0.19557088]",0.9220989366620435,0.1383495145631068,"[0.86893204 0.87621359 0.99271845 0.91747573 0.91262136 0.91262136
 0.70631068 0.99514563 0.96116505 0.91747573 0.94902913 0.95631068
 0.99757282 0.99271845 0.99271845 0.83980583 0.65291262 0.99029126
 0.98058252 0.98058252 0.97087379]","[0.66037736 0.27272727 0.         0.4516129  0.36363636 0.60869565
 0.88961039 0.33333333 0.         0.36363636 0.41666667 0.28571429
 0.         0.         0.6        0.8        1.         0.55555556
 0.33333333 0.33333333 0.5       ]","[0.49295775 0.06521739 0.         0.4516129  0.12121212 0.60869565
 0.56846473 1.         0.         0.48       0.26315789 0.13333333
 0.         0.         0.75       0.83615819 0.03378378 1.
 0.33333333 1.         0.08333333]","[0.56451613 0.10526316 0.         0.4516129  0.18181818 0.60869565
 0.69367089 0.5        0.         0.4137931  0.32258065 0.18181818
 0.         0.         0.66666667 0.81767956 0.06535948 0.71428571
 0.33333333 0.5        0.14285714]",0.3459024158536516,0.5482573726541555,"[0.39325843 0.05555556 0.         0.29166667 0.1        0.4375
 0.53100775 0.33333333 0.         0.26086957 0.19230769 0.1
 0.         0.         0.5        0.69158879 0.03378378 0.55555556
 0.2        0.33333333 0.07692308]",0.24222302507749496,0.37765466297322253,"[0.88458506 0.81636817 0.98902439 0.91304716 0.91045114 0.93745545
 0.77665358 0.98451508 0.88162879 0.8576797  0.89458333 0.85784832
 1.         0.99022005 0.94987715 0.88484343 0.8009828  0.99972429
 0.90106732 0.804375   0.8902439 ]",0.9011987681866781,0.9390297369717088,0.7980119992787381,2.9344660194174756,2.1480582524271843
Beta_Fraction_Status,0,"['cytoskeleton', 'actin-filaments', 'intermediate-filaments', 'centrosome', 'microtubules', 'plasma-membrane', 'cytosol', 'endoplasmic-reticulum', 'golgi-apparatus', 'vesicles', 'endosomes', 'lysosomes', 'peroxisomes', 'lipid-droplets', 'mitochondria', 'nucleoplasm', 'nuclear-bodies', 'nuclear-membrane', 'nuclear-speckles', 'nucleoli', 'nucleoli-fibrillar-center']","[124.  13.   3.  88.  27. 188. 598. 104.  89. 202.  64.  52.   5.  16.
 155. 685.  20.  23.  16. 105.   5.]",0.4399025400772151,0.6454850803806161,"[ 0.47160773  0.11741767 -0.00094493  0.49191269  0.1512306   0.56573937
  0.46696697  0.64970632  0.4271809   0.37423682  0.28184463  0.3302471
  0.44672564  0.52761619  0.80280988  0.65825376  0.08956197  0.36998515
  0.37239955  0.56561056 -0.00770262]",0.9310237446477229,0.24850136239782017,"[0.92152589 0.973297   0.99782016 0.95803815 0.95040872 0.92370572
 0.72970027 0.96185286 0.96021798 0.87029973 0.91825613 0.9346049
 0.99782016 0.99346049 0.97111717 0.83923706 0.73242507 0.98910082
 0.99073569 0.96185286 0.9760218 ]","[0.59677419 0.23076923 0.         0.45454545 0.2962963  0.57446809
 0.80267559 0.68269231 0.24719101 0.47524752 0.484375   0.55769231
 0.2        0.375      0.75483871 0.79708029 0.65       0.17391304
 0.3125     0.35238095 0.        ]","[0.44047619 0.07142857 0.         0.57971014 0.1        0.64285714
 0.55944056 0.65740741 0.78571429 0.42105263 0.20945946 0.23015873
 1.         0.75       0.88636364 0.77777778 0.02615694 0.8
 0.45454545 0.94871795 0.        ]","[0.50684932 0.10909091 0.         0.50955414 0.14953271 0.60674157
 0.65934066 0.66981132 0.37606838 0.44651163 0.29245283 0.3258427
 0.33333333 0.5        0.81533101 0.78731074 0.05029014 0.28571429
 0.37037037 0.51388889 0.        ]",0.39562071072646676,0.5599337748344371,"[0.33944954 0.05769231 0.         0.34188034 0.08080808 0.43548387
 0.49180328 0.5035461  0.23157895 0.28742515 0.17127072 0.19463087
 0.2        0.33333333 0.68823529 0.64922711 0.02579365 0.16666667
 0.22727273 0.34579439 0.        ]",0.27485201827078554,0.38882501724534374,"[0.90726042 0.88647302 0.71979622 0.91538091 0.85443297 0.91417665
 0.81282799 0.96887082 0.90585866 0.84232385 0.89752435 0.90475215
 0.98098361 0.99079164 0.95130184 0.89802475 0.7876584  0.88153854
 0.85311297 0.94737132 0.72043716]",0.8828999163200132,0.9408246173359603,0.7828138610091794,2.8643051771117167,1.8844686648501363
